Sr_no,DeviceId,TimeSent,DateSent,Receive_Time,Receive_Date,BatteryStatus,ChargingStatus,ChargingSupply,NetworkStatus,date_time_imei,TableTimeStamp,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,Parameter35,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53,Parameter54,Parameter55,Parameter56,Parameter57,Parameter58,Parameter59,Parameter60,Parameter61,Parameter62,Parameter63,Parameter64,Parameter65,Parameter66,Parameter67,Parameter68,Parameter69,Parameter70,Parameter71,Parameter72,Parameter73,Parameter74,Parameter75,Parameter76,Parameter77,Parameter78,Parameter79,Parameter80,Parameter81,Parameter82,Parameter83,Parameter84,Parameter85,Parameter86,Parameter87,Parameter88,Parameter89,Parameter90,Parameter91,Parameter92,Parameter93,Parameter94,Parameter95,Parameter96,Parameter97,Parameter98,Parameter99,Parameter100,Parameter101,Parameter102,Parameter103,Parameter104,Parameter105,Parameter106,Parameter107,Parameter108,Parameter109,Parameter110,Parameter111,Parameter112,Parameter113,Parameter114,Parameter115,Parameter116,Parameter117,Parameter118,Parameter119,Parameter120,Parameter121,Parameter122,Parameter123,Parameter124,Parameter125,Parameter126,Parameter127,Parameter128,Parameter129,Parameter130,Parameter131,Parameter132,Parameter133,Parameter134,Parameter135,Parameter136,Parameter137,Parameter138,Parameter139,Parameter140,Parameter141,Parameter142,Parameter143,Parameter144,Parameter145,Parameter146,Parameter147,Parameter148,Parameter149,Parameter150,Parameter151,Parameter152,Parameter153,Parameter154,Parameter155,Parameter156,Parameter157,Parameter158,Parameter159,Parameter160,Parameter161,Parameter162,Parameter163,Parameter164,Parameter165,Parameter166,Parameter167,Parameter168,Parameter169,Parameter170,Parameter171,Parameter172,Parameter173,Parameter174,Parameter175,Parameter176
191925,"200011524029641","11:42:02","2020-02-01","11:42:40","2020-02-01",4,1,1,3,"2020-2-1 11:42:2 200011524029641","2020-02-01T11:42:02.000Z",2.3,3.9,21.1,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191924,"200011524029641","11:40:02","2020-02-01","11:40:40","2020-02-01",4,1,1,2,"2020-2-1 11:40:2 200011524029641","2020-02-01T11:40:02.000Z",2.3,3.9,21,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191923,"200011524029641","11:38:02","2020-02-01","11:38:40","2020-02-01",4,1,1,2,"2020-2-1 11:38:2 200011524029641","2020-02-01T11:38:02.000Z",2.2,3.8,20.8,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191922,"200011524029641","11:36:02","2020-02-01","11:36:45","2020-02-01",4,1,1,3,"2020-2-1 11:36:2 200011524029641","2020-02-01T11:36:02.000Z",2.2,3.7,20.7,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191921,"200011524029641","11:34:02","2020-02-01","11:34:45","2020-02-01",4,1,1,2,"2020-2-1 11:34:2 200011524029641","2020-02-01T11:34:02.000Z",2.2,3.7,20.6,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191920,"200011524029641","11:32:02","2020-02-01","11:32:39","2020-02-01",4,1,1,2,"2020-2-1 11:32:2 200011524029641","2020-02-01T11:32:02.000Z",2.3,3.6,20.5,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191919,"200011524029641","11:30:02","2020-02-01","11:30:39","2020-02-01",4,1,1,3,"2020-2-1 11:30:2 200011524029641","2020-02-01T11:30:02.000Z",2.3,3.3,20.3,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191918,"200011524029641","11:28:02","2020-02-01","11:28:40","2020-02-01",4,1,1,3,"2020-2-1 11:28:2 200011524029641","2020-02-01T11:28:02.000Z",2.2,3.6,20.2,24,0,0,0,0,0,0,1,1,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191917,"200011524029641","11:26:02","2020-02-01","11:26:39","2020-02-01",4,1,1,3,"2020-2-1 11:26:2 200011524029641","2020-02-01T11:26:02.000Z",2.2,3.8,20.1,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191916,"200011524029641","11:24:02","2020-02-01","11:24:39","2020-02-01",4,1,1,2,"2020-2-1 11:24:2 200011524029641","2020-02-01T11:24:02.000Z",2.2,3.8,20,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191915,"200011524029641","11:22:02","2020-02-01","11:22:39","2020-02-01",4,1,1,3,"2020-2-1 11:22:2 200011524029641","2020-02-01T11:22:02.000Z",2.1,3.7,19.8,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191914,"200011524029641","11:20:02","2020-02-01","11:20:39","2020-02-01",4,1,1,3,"2020-2-1 11:20:2 200011524029641","2020-02-01T11:20:02.000Z",2.2,3.7,19.7,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191913,"200011524029641","11:18:02","2020-02-01","11:18:39","2020-02-01",4,1,1,2,"2020-2-1 11:18:2 200011524029641","2020-02-01T11:18:02.000Z",2.2,3.6,19.6,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191912,"200011524029641","11:16:02","2020-02-01","11:16:39","2020-02-01",4,1,1,2,"2020-2-1 11:16:2 200011524029641","2020-02-01T11:16:02.000Z",2.1,3.4,19.4,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191911,"200011524029641","11:14:02","2020-02-01","11:14:39","2020-02-01",4,1,1,3,"2020-2-1 11:14:2 200011524029641","2020-02-01T11:14:02.000Z",2.2,3.3,19.3,24,0,0,0,0,0,0,1,1,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191910,"200011524029641","11:12:02","2020-02-01","11:12:39","2020-02-01",4,1,1,3,"2020-2-1 11:12:2 200011524029641","2020-02-01T11:12:02.000Z",2.2,3.7,19.2,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191909,"200011524029641","11:10:02","2020-02-01","11:10:39","2020-02-01",4,1,1,2,"2020-2-1 11:10:2 200011524029641","2020-02-01T11:10:02.000Z",2.2,3.7,19,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191908,"200011524029641","11:08:02","2020-02-01","11:08:39","2020-02-01",4,1,1,3,"2020-2-1 11:8:2 200011524029641","2020-02-01T11:08:02.000Z",2.1,3.7,18.9,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191907,"200011524029641","11:06:02","2020-02-01","11:06:39","2020-02-01",4,1,1,2,"2020-2-1 11:6:2 200011524029641","2020-02-01T11:06:02.000Z",2.1,3.6,18.7,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191906,"200011524029641","11:04:02","2020-02-01","11:04:39","2020-02-01",4,1,1,2,"2020-2-1 11:4:2 200011524029641","2020-02-01T11:04:02.000Z",2.1,3.4,18.6,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191905,"200011524029641","11:02:02","2020-02-01","11:02:39","2020-02-01",4,1,1,2,"2020-2-1 11:2:2 200011524029641","2020-02-01T11:02:02.000Z",2.1,3.3,18.4,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191904,"200011524029641","11:00:02","2020-02-01","11:00:40","2020-02-01",4,1,1,2,"2020-2-1 11:0:2 200011524029641","2020-02-01T11:00:02.000Z",2.1,3.2,18.3,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191903,"200011524029641","10:58:02","2020-02-01","10:58:39","2020-02-01",4,1,1,2,"2020-2-1 10:58:2 200011524029641","2020-02-01T10:58:02.000Z",2,3.3,18.1,24,0,0,0,0,0,0,1,1,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191902,"200011524029641","10:56:02","2020-02-01","10:56:39","2020-02-01",4,1,1,2,"2020-2-1 10:56:2 200011524029641","2020-02-01T10:56:02.000Z",2.1,3.6,17.8,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191901,"200011524029641","10:54:02","2020-02-01","10:54:39","2020-02-01",4,1,1,2,"2020-2-1 10:54:2 200011524029641","2020-02-01T10:54:02.000Z",2,3.5,17.4,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191900,"200011524029641","10:52:02","2020-02-01","10:52:39","2020-02-01",4,1,1,3,"2020-2-1 10:52:2 200011524029641","2020-02-01T10:52:02.000Z",2,3.6,17,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191899,"200011524029641","10:50:02","2020-02-01","10:50:39","2020-02-01",4,1,1,2,"2020-2-1 10:50:2 200011524029641","2020-02-01T10:50:02.000Z",2,3.4,16.9,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191898,"200011524029641","10:48:02","2020-02-01","10:48:39","2020-02-01",4,1,1,2,"2020-2-1 10:48:2 200011524029641","2020-02-01T10:48:02.000Z",2,3.3,16.8,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191897,"200011524029641","10:46:02","2020-02-01","10:46:39","2020-02-01",4,1,1,2,"2020-2-1 10:46:2 200011524029641","2020-02-01T10:46:02.000Z",2,3.2,16.7,24,0,0,0,0,0,0,1,0,0,0,0,1,2173,1,2,1,12,5,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
